App,Package,Start Time,Duration,Filename
"System",,"Jun 8, 2016 @ 03:42:24 PM","7 min 6 sec","myfile.db"

Time  [ms],"Battery Remaining (%) [%]",Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Screen Brightness",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU4 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",Time  [ms],"CPU3 Load [%]",Time  [ms],"CPU4 Load [%]",Time  [ms],"Application State",Description,
37,100,40,1,64,1044304,36,1,37,97726,0,42,320000,43,0,49,61,50,9,63,2265600,65,0,66,0,36,0,64,100,65,0,66,0,37,0,37,0,,
67,100,67,1,165,1044776,66,1,67,1591259,1152392,68,320000,68,0,69,100,70,25,163,2265600,165,0,166,0,66,0,164,63,166,0,166,0,67,0,67,0,,
167,100,167,1,265,1045548,166,1,167,1003256,564389,168,200000,168,0,169,60,170,15,264,2265600,266,1267200,267,0,167,0,265,37,267,33,267,0,167,0,167,0,,
269,100,269,1,367,1046164,268,1,269,732147,293280,269,200000,270,0,271,31,273,9,364,2265600,367,2265600,368,0,268,0,365,20,368,20,368,0,268,0,269,0,,
370,100,370,1,466,1046940,369,1,370,637741,198874,371,320000,371,0,372,20,374,8,464,2265600,467,2265600,468,0,369,0,466,10,468,11,469,0,369,0,370,0,,
470,100,470,1,566,1047328,469,1,470,335794,0,470,320000,471,0,472,10,474,5,565,2265600,567,2265600,569,0,469,0,566,22,568,36,569,0,470,0,470,0,,
570,100,570,1,666,1047572,569,1,570,923797,484930,571,320000,571,0,572,28,578,13,665,2265600,666,2265600,667,0,569,0,666,0,667,45,667,0,570,0,570,0,,
668,100,668,1,766,1047804,668,1,668,717201,278334,668,320000,669,0,669,27,671,12,765,2265600,767,2265600,767,0,668,0,766,0,767,58,768,0,668,0,668,0,,
768,100,768,1,867,1048052,768,1,768,923797,484930,769,320000,769,0,770,35,772,14,866,1958400,867,2265600,868,0,768,0,866,10,868,10,868,0,768,0,768,0,,
869,100,869,1,967,1048300,868,1,869,276559,0,869,320000,870,0,870,9,872,4,966,1267200,968,1497600,969,0,869,0,967,0,969,33,969,0,869,0,869,0,,
970,100,970,1,1068,1048668,970,1,970,211226,0,971,320000,971,0,972,19,975,7,1066,1267200,1070,1267200,1071,0,970,0,1068,11,1071,20,1072,0,970,0,970,0,,
1074,100,1074,1,1168,1048916,1072,1,1074,135533,0,1075,320000,1076,0,1077,23,1081,7,1167,1267200,1169,2265600,1171,0,1073,0,1168,30,1171,36,1172,0,1073,0,1074,0,,
1173,100,1174,1,1270,1049164,1172,1,1173,703339,264472,1174,320000,1175,0,1176,28,1179,10,1267,1267200,1271,2265600,1273,0,1172,0,1269,20,1272,0,1273,0,1173,0,1173,0,,
1275,100,1276,1,1369,1049412,1274,1,1275,88173,0,1276,320000,1277,0,1278,10,1282,2,1367,1267200,1370,2265600,1372,0,1274,0,1369,27,1371,11,1372,0,1274,0,1275,0,,
1374,100,1374,1,1469,1049660,1372,1,1374,293123,0,1375,320000,1375,0,1376,20,1379,6,1468,1267200,1470,2265600,1471,0,1373,0,1469,11,1470,20,1472,0,1373,0,1373,0,,
1473,100,1473,1,1570,1049908,1472,1,1473,367262,0,1473,320000,1474,0,1475,15,1478,6,1568,1267200,1571,2265600,1573,0,1472,0,1569,20,1573,0,1574,0,1472,0,1472,0,,
1576,100,1576,1,1670,1049268,1574,1,1576,88173,0,1577,320000,1578,0,1579,10,1585,2,1668,2265600,1670,1267200,1672,0,1575,0,1670,60,1671,36,1672,0,1575,0,1575,0,,
1673,100,1673,1,1771,1049388,1672,1,1673,1110579,671712,1673,320000,1674,0,1675,47,1678,18,1769,1267200,1771,1267200,1773,0,1672,0,1770,10,1773,20,1774,0,1673,0,1673,0,,
1776,100,1776,1,1871,1049388,1774,1,1775,131228,0,1776,320000,1777,0,1778,15,1781,5,1869,1267200,1872,1267200,1873,0,1775,0,1871,40,1873,10,1874,0,1775,0,1775,0,,
1876,100,1876,1,1972,1049356,1875,1,1876,217338,0,1877,320000,1878,0,1879,25,1882,6,1970,1267200,1972,1267200,1974,0,1875,0,1971,11,1974,11,1975,0,1875,0,1876,0,,
1977,100,1977,1,2072,1049480,1975,1,1976,96784,0,1977,320000,1978,0,1979,15,1983,4,2070,2265600,2072,1267200,2074,0,1976,0,2071,45,2073,10,2074,0,1976,0,1976,0,,
2076,100,2076,1,2175,1049480,2075,1,2076,760256,321389,2077,320000,2077,0,2078,25,2081,10,2171,2265600,2175,1267200,2177,0,2075,0,2174,0,2176,33,2177,0,2075,0,2076,0,,
2179,100,2179,1,2272,1049604,2178,1,2179,144144,0,2180,320000,2181,0,2182,14,2185,3,2271,1267200,2273,1267200,2274,0,2178,0,2272,12,2274,22,2275,0,2179,0,2179,0,,
2277,100,2277,1,2373,1050156,2275,1,2277,148450,0,2278,320000,2278,0,2279,21,2283,5,2371,1267200,2373,1267200,2375,0,2276,0,2372,60,2374,50,2375,0,2276,0,2277,0,,
2377,100,2378,1,2473,1050692,2376,1,2377,475669,36802,2378,320000,2380,0,2381,59,2385,16,2471,2265600,2473,1267200,2475,0,2376,0,2472,100,2474,50,2475,0,2376,0,2377,0,,
2477,100,2477,1,2573,1050940,2476,1,2477,1806535,1367668,2478,320000,2478,0,2479,75,2482,29,2572,2265600,2574,1267200,2575,0,2476,0,2573,100,2575,30,2576,0,2476,0,2477,0,,
2579,100,2579,1,2673,1051064,2576,1,2579,1720425,1281558,2581,320000,2582,0,2586,63,2589,29,2672,2265600,2673,2265600,2674,0,2576,0,2673,100,2674,36,2674,0,2578,0,2578,0,,
2675,100,2675,1,2774,1051556,2675,1,2675,2163370,1724503,2676,320000,2676,0,2676,68,2678,33,2772,2265600,2774,1267200,2776,0,2675,0,2773,100,2776,30,2776,0,2675,0,2675,0,,
2778,100,2779,1,2877,1052016,2777,1,2778,1720425,1281558,2779,320000,2780,0,2781,63,2783,29,2873,2265600,2877,1267200,2881,0,2777,0,2875,100,2881,10,2883,0,2778,0,2778,0,,
2887,100,2888,1,2974,1053304,2883,1,2886,1634314,1195447,2890,320000,2890,0,2892,59,2899,27,2973,2265600,2974,2265600,2975,0,2884,0,2974,66,2975,80,2975,0,2885,0,2885,0,,
2976,100,2976,1,3074,1053468,2976,1,2976,2322290,1883423,2977,320000,2977,0,2978,72,2980,30,3073,2265600,3075,2265600,3075,0,2976,0,3074,36,3075,60,3076,0,2976,0,2976,0,,
3076,100,3077,1,3175,1053468,3076,1,3076,1527691,1088824,3077,320000,3077,0,3078,45,3080,22,3174,1728000,3175,2265600,3176,0,3076,0,3175,41,3176,27,3177,0,3076,0,2981,1,started,
3178,100,3178,1,3275,1050740,3177,1,3178,790129,351262,3178,320000,3179,0,3179,33,3181,15,3274,1267200,3275,2265600,3276,0,3177,0,3275,30,3276,50,3276,0,3177,0,3076,1,started,
3277,100,3277,1,3376,1051264,3277,1,3277,925826,486959,3277,320000,3278,0,3278,42,3280,17,3374,2265600,3376,1958400,3377,0,3277,0,3375,36,3377,100,3377,0,3277,0,3178,1,started,
3378,100,3378,1,3476,1051636,3377,1,3378,1729943,1291076,3378,320000,3379,0,3379,66,3381,29,3475,2265600,3476,2265600,3477,0,3377,0,3476,11,3477,100,3477,0,3378,0,3277,1,started,
3478,100,3478,1,3576,1051884,3478,1,3478,1766071,1327204,3479,320000,3479,0,3480,57,3482,27,3575,1267200,3576,2265600,3577,0,3478,0,3576,33,3577,100,3578,0,3478,0,3378,1,started,
3578,100,3578,1,3677,1052256,3578,1,3578,1733341,1294474,3579,320000,3579,0,3579,65,3581,31,3676,960000,3677,2265600,3678,0,3578,0,3676,12,3678,100,3678,0,3578,0,3478,1,started,
3679,100,3679,1,3777,1052256,3678,1,3679,1617580,1178713,3679,320000,3679,0,3680,64,3682,26,3776,1958400,3777,2265600,3778,0,3678,0,3777,11,3778,100,3778,0,3679,0,3578,1,started,
3779,100,3779,1,3878,1053924,3779,1,3779,1718394,1279527,3780,320000,3780,0,3780,57,3782,27,3876,2265600,3878,2265600,3879,0,3779,0,3877,30,3878,100,3879,0,3779,0,3679,1,started,
3880,100,3880,1,3978,1056932,3879,1,3880,2068018,1629151,3880,320000,3880,0,3881,65,3883,30,3977,1728000,3978,2265600,3979,0,3879,0,3977,60,3979,50,3979,0,3879,0,3779,1,started,
3980,100,3980,1,4078,1057020,3979,1,3980,1322002,883135,3980,320000,3980,0,3981,55,3983,27,4077,1728000,4078,2265600,4079,0,3979,0,4078,22,4079,0,4079,0,3980,0,3879,1,started,
